Premium Price,Conversion,Customer Age,Customer Gender,Location,Vehicle Make,Vehicle Age,Coverage Type,Claims History,Discounts Offered,Policy Duration,Customer Loyalty,Marketing Channel,Competitor Pricing,Sales Campaigns
817,0.0,47,Male,Suburban,Volkswagen,13,Comprehensive,3,93,6,0,Agent,710,3
1273,0.0,25,Male,Urban,Hyundai,12,Collision,2,181,6,3,Online,1389,4
1282,0.0,48,Female,Rural,Volkswagen,7,Collision,3,475,6,4,Social Media,1453,1
1402,0.0,65,Male,Suburban,Toyota,11,Collision,0,294,12,7,Agent,1514,4
915,0.0,64,Female,Rural,Volkswagen,8,Collision,3,479,12,0,Referral,779,4
503,0.0,49,Female,Rural,BMW,9,Third-Party,3,252,12,3,Television,396,1
992,0.0,62,Female,Urban,Toyota,10,Liability,2,19,12,9,Agent,804,2
777,0.0,69,Male,Rural,Hyundai,10,Collision,4,249,12,9,Social Media,809,4
1434,0.0,32,Male,Rural,Hyundai,15,Comprehensive,2,403,6,6,Agent,1382,3
167,0.0,35,Female,Urban,Nissan,17,Liability,1,284,12,4,Online,27,4
187,0.0,30,Female,Suburban,Nissan,8,Third-Party,2,418,6,0,Online,26,1
316,0.0,41,Male,Rural,Toyota,2,Liability,4,415,12,6,Television,510,2
100,0.0,57,Other,Urban,Hyundai,3,Liability,1,16,6,0,Agent,-10,1
1258,0.0,31,Other,Suburban,Toyota,19,Third-Party,4,371,12,1,Television,1254,3
1474,0.0,45,Other,Rural,Nissan,18,Collision,1,50,12,7,Agent,1286,2
239,0.0,28,Male,Suburban,Hyundai,9,Liability,2,135,6,8,Referral,242,4
717,0.0,23,Male,Urban,Hyundai,12,Third-Party,4,148,12,7,Agent,549,2
232,0.0,42,Female,Rural,BMW,0,Third-Party,4,150,12,7,Agent,125,4
277,0.0,18,Male,Urban,Mercedes,11,Liability,0,114,6,5,Referral,124,4
909,0.0,42,Male,Urban,Ford,10,Third-Party,0,434,6,6,Social Media,842,0
1481,0.0,19,Male,Rural,Ford,4,Liability,3,346,6,3,Online,1611,4
479,0.0,49,Female,Urban,Kia,1,Liability,0,261,12,4,Agent,571,4
1007,0.0,30,Female,Suburban,Hyundai,16,Third-Party,4,179,6,1,Television,1101,4
757,0.0,50,Other,Urban,Toyota,16,Third-Party,3,135,12,9,Referral,731,0
549,0.0,49,Other,Rural,Kia,19,Third-Party,2,98,12,3,Social Media,585,2
685,0.0,41,Male,Rural,BMW,14,Liability,3,324,6,6,Online,862,0
562,0.0,44,Male,Suburban,Nissan,3,Comprehensive,1,288,6,3,Online,732,1
1089,0.0,21,Female,Rural,Kia,10,Third-Party,3,189,12,5,Television,1022,4
1231,0.0,41,Other,Urban,Mercedes,0,Third-Party,0,448,6,7,Social Media,1176,0
221,0.0,40,Other,Urban,Mercedes,9,Collision,2,190,12,4,Television,230,0
116,0.0,46,Other,Rural,Mercedes,17,Third-Party,1,215,12,7,Online,-74,2
1319,0.0,51,Male,Suburban,Volkswagen,14,Liability,3,159,12,3,Agent,1352,2
426,0.0,38,Male,Suburban,Nissan,18,Third-Party,2,310,12,1,Referral,615,2
417,0.0,47,Male,Rural,BMW,3,Collision,0,288,6,8,Referral,413,3
908,0.0,43,Female,Urban,Kia,5,Comprehensive,2,165,6,1,Television,731,2
1375,0.0,37,Other,Rural,Ford,1,Comprehensive,2,257,6,6,Agent,1240,4
602,0.0,33,Female,Rural,Kia,12,Third-Party,1,235,12,5,Online,641,0
218,0.0,20,Other,Suburban,Mercedes,1,Comprehensive,4,208,12,1,Referral,308,1
809,0.0,66,Male,Urban,Kia,12,Liability,0,393,12,2,Referral,834,1
144,0.0,54,Female,Suburban,BMW,14,Comprehensive,1,228,12,6,Television,305,1
413,0.0,57,Female,Suburban,Chevrolet,17,Liability,1,484,6,5,Social Media,214,4
1302,0.0,61,Male,Urban,Kia,10,Comprehensive,1,65,12,5,Referral,1345,0
517,0.0,42,Other,Urban,BMW,4,Comprehensive,4,459,6,6,Television,456,3
655,0.0,40,Other,Urban,Hyundai,13,Liability,4,484,12,4,Online,712,3
1201,0.0,61,Other,Rural,Ford,15,Liability,3,221,6,0,Referral,1291,2
425,0.0,18,Other,Urban,Mercedes,13,Third-Party,3,14,12,4,Television,573,3
1480,0.0,50,Male,Rural,Hyundai,8,Liability,0,470,6,8,Social Media,1632,0
614,0.0,32,Male,Suburban,Kia,5,Third-Party,0,371,6,1,Agent,674,2
313,0.0,34,Male,Urban,BMW,8,Collision,4,465,12,9,Referral,475,4
173,0.0,51,Male,Rural,Mercedes,4,Liability,4,316,12,2,Television,88,1
608,0.0,34,Female,Rural,Kia,10,Third-Party,4,158,12,1,Agent,514,1
431,0.0,69,Female,Rural,Chevrolet,11,Third-Party,1,244,12,4,Social Media,289,2
1216,0.0,58,Female,Rural,BMW,16,Comprehensive,4,250,6,4,Referral,1176,2
787,0.0,61,Male,Suburban,Volkswagen,5,Liability,1,165,6,4,Television,768,2
756,0.0,21,Other,Urban,Toyota,19,Comprehensive,1,156,6,5,Agent,658,0
1392,0.0,30,Female,Urban,Toyota,5,Third-Party,0,205,6,2,Online,1396,2
1499,0.0,21,Female,Urban,Kia,14,Liability,2,120,12,7,Online,1585,0
1127,0.0,24,Male,Urban,Chevrolet,16,Third-Party,3,170,6,2,Television,945,2
1261,0.0,63,Other,Urban,Kia,2,Comprehensive,3,121,12,1,Agent,1341,0
1354,0.0,26,Other,Urban,Honda,18,Third-Party,0,487,12,8,Online,1260,0
699,0.0,40,Other,Rural,BMW,1,Third-Party,0,278,12,5,Referral,689,3
1175,0.0,50,Male,Urban,Kia,8,Comprehensive,4,24,6,6,Television,1027,3
424,0.0,50,Other,Rural,Volkswagen,8,Liability,4,488,6,0,Social Media,260,2
1091,0.0,37,Female,Suburban,Toyota,6,Comprehensive,4,485,6,2,Referral,1249,2
816,0.0,21,Female,Rural,BMW,15,Liability,1,155,6,6,Television,658,0
822,0.0,18,Female,Suburban,BMW,5,Liability,1,98,12,7,Online,1008,0
376,0.0,59,Male,Urban,Ford,8,Collision,4,349,12,1,Social Media,354,3
635,0.0,51,Other,Suburban,BMW,12,Third-Party,1,218,6,4,Referral,481,4
251,0.0,44,Male,Suburban,Volkswagen,1,Liability,0,199,6,4,Agent,108,1
1054,0.0,38,Other,Rural,Kia,13,Liability,4,367,12,8,Social Media,1087,1
358,0.0,41,Male,Rural,Nissan,4,Comprehensive,3,82,12,2,Online,288,4
423,0.0,32,Female,Suburban,Ford,10,Liability,3,384,12,4,Social Media,293,4
1116,0.0,52,Male,Suburban,Mercedes,14,Liability,1,364,6,7,Online,1248,1
968,0.0,42,Male,Urban,Kia,5,Comprehensive,3,363,6,2,Television,1022,3
1291,0.0,26,Male,Rural,Toyota,5,Liability,4,275,12,5,Referral,1403,1
787,0.0,34,Female,Suburban,Kia,15,Third-Party,3,221,12,8,Television,610,4
409,0.0,38,Male,Rural,Kia,19,Third-Party,0,28,6,9,Social Media,310,1
902,0.0,30,Male,Urban,Honda,3,Comprehensive,1,135,6,3,Television,1026,1
1179,0.0,20,Female,Urban,Mercedes,4,Liability,3,61,6,6,Referral,1129,4
719,0.0,21,Other,Suburban,Hyundai,5,Third-Party,1,397,6,7,Social Media,879,3
572,0.0,21,Male,Urban,Toyota,12,Collision,0,165,12,5,Television,543,1
1419,0.0,60,Female,Suburban,Mercedes,13,Comprehensive,3,130,6,0,Television,1528,2
560,0.0,45,Male,Rural,Ford,12,Comprehensive,4,258,6,5,Television,550,2
1447,0.0,24,Female,Rural,Hyundai,9,Third-Party,2,310,12,3,Agent,1369,1
913,0.0,43,Other,Suburban,Ford,16,Comprehensive,3,205,6,2,Social Media,986,4
945,0.0,28,Other,Suburban,Honda,17,Liability,0,404,6,2,Referral,999,2
1264,0.0,41,Male,Suburban,Ford,6,Third-Party,2,162,12,2,Social Media,1231,1
766,0.0,60,Female,Rural,Chevrolet,3,Collision,3,299,12,0,Social Media,649,4
361,0.0,27,Other,Rural,Chevrolet,15,Liability,1,171,6,9,Television,486,2
1364,0.0,54,Other,Urban,Kia,9,Collision,0,368,6,9,Online,1385,3
454,0.0,30,Female,Urban,Toyota,19,Collision,3,426,6,0,Television,495,4
869,0.0,61,Male,Rural,Volkswagen,18,Comprehensive,0,168,6,1,Online,793,2
279,0.0,59,Other,Rural,BMW,2,Collision,4,154,6,4,Agent,148,0
165,0.0,56,Other,Suburban,Volkswagen,18,Liability,2,91,6,6,Agent,334,0
919,0.0,36,Other,Rural,Mercedes,12,Third-Party,2,155,12,4,Online,991,4
1471,0.0,68,Male,Rural,Ford,7,Third-Party,4,4,6,2,Television,1451,2
270,0.0,36,Other,Urban,Nissan,17,Collision,2,170,6,4,Television,192,3
573,0.0,29,Female,Urban,Kia,18,Collision,2,190,6,5,Social Media,625,4
633,0.0,69,Male,Suburban,Hyundai,17,Third-Party,4,38,12,3,Social Media,639,4
1490,0.0,39,Other,Urban,Nissan,18,Collision,1,9,6,3,Agent,1597,3
1230,0.0,64,Female,Suburban,BMW,3,Liability,2,62,6,0,Social Media,1366,1
538,0.0,54,Female,Rural,Chevrolet,12,Collision,1,264,6,6,Social Media,362,1
934,0.0,47,Male,Rural,Volkswagen,11,Collision,0,83,6,7,Social Media,777,3
326,0.0,63,Female,Suburban,Mercedes,14,Liability,0,476,6,3,Agent,165,3
541,0.0,29,Male,Urban,BMW,14,Third-Party,2,366,12,5,Social Media,549,2
495,0.0,46,Male,Urban,Nissan,9,Third-Party,0,28,6,5,Online,673,3
827,0.0,38,Male,Rural,Honda,18,Collision,4,411,6,0,Referral,670,0
183,0.0,28,Female,Urban,Hyundai,7,Third-Party,2,394,6,9,Referral,95,0
1136,0.0,54,Male,Suburban,Chevrolet,18,Liability,4,212,12,3,Social Media,1233,1
792,0.0,65,Male,Rural,Chevrolet,8,Collision,1,354,12,5,Social Media,754,0
592,0.0,35,Female,Urban,Volkswagen,6,Collision,3,470,12,8,Social Media,530,0
1391,0.0,61,Male,Rural,Mercedes,7,Collision,3,220,6,3,Online,1474,2
1243,0.0,44,Other,Rural,Toyota,8,Comprehensive,2,270,6,8,Agent,1214,1
1069,0.0,54,Female,Urban,Ford,16,Comprehensive,4,208,12,3,Referral,888,2
452,0.0,65,Female,Suburban,Hyundai,14,Liability,3,151,12,6,Television,379,4
1180,0.0,29,Female,Urban,Mercedes,15,Collision,2,34,6,6,Social Media,1365,0
139,0.0,40,Other,Urban,Nissan,6,Liability,3,60,12,7,Television,43,0
1459,0.0,51,Male,Urban,Hyundai,9,Comprehensive,3,275,6,6,Online,1291,2
739,0.0,55,Female,Urban,Honda,18,Collision,0,313,6,5,Agent,702,4
272,0.0,40,Female,Urban,BMW,5,Comprehensive,2,446,6,2,Television,465,0
358,0.0,42,Female,Urban,BMW,11,Collision,3,99,6,9,Social Media,330,3
616,0.0,21,Other,Suburban,Kia,14,Liability,2,202,6,6,Social Media,498,2
829,0.0,47,Other,Rural,Nissan,9,Liability,0,246,6,5,Online,942,1
622,0.0,47,Other,Suburban,Ford,17,Liability,2,221,12,9,Social Media,802,4
938,0.0,30,Male,Urban,Chevrolet,3,Comprehensive,0,187,12,7,Television,1084,0
216,0.0,59,Male,Suburban,Chevrolet,10,Liability,3,422,12,3,Agent,50,0
283,0.0,66,Other,Rural,Volkswagen,4,Third-Party,3,403,6,6,Social Media,169,1
1239,0.0,31,Male,Suburban,Kia,12,Third-Party,3,85,12,6,Social Media,1273,0
261,0.0,64,Other,Urban,Honda,9,Liability,0,87,12,2,Television,94,3
642,0.0,25,Male,Rural,Ford,6,Liability,1,441,6,7,Agent,577,3
1360,0.0,41,Male,Urban,Hyundai,10,Comprehensive,0,447,12,9,Television,1353,4
938,0.0,35,Other,Urban,Chevrolet,3,Collision,0,141,12,1,Online,826,3
1189,0.0,52,Female,Rural,Hyundai,3,Comprehensive,4,163,6,2,Social Media,1381,4
1193,0.0,42,Female,Rural,Mercedes,4,Comprehensive,3,140,6,0,Referral,1209,4
546,0.0,34,Male,Urban,Toyota,8,Liability,3,256,12,1,Online,390,2
515,0.0,49,Male,Suburban,Honda,0,Third-Party,4,369,6,0,Referral,663,0
631,0.0,41,Male,Rural,Nissan,15,Third-Party,1,90,6,5,Television,708,0
540,0.0,24,Male,Suburban,Hyundai,4,Third-Party,2,268,12,4,Referral,586,3
837,0.0,30,Male,Suburban,Volkswagen,4,Comprehensive,3,162,6,5,Agent,778,0
563,0.0,44,Male,Rural,BMW,6,Third-Party,3,391,6,2,Social Media,542,4
495,0.0,65,Other,Suburban,Volkswagen,7,Third-Party,0,17,12,6,Agent,406,4
810,0.0,22,Female,Rural,Ford,18,Liability,1,161,12,3,Agent,844,1
494,0.0,53,Female,Rural,Honda,0,Third-Party,1,51,12,0,Television,341,0
425,0.0,43,Other,Rural,Volkswagen,17,Collision,1,325,6,2,Agent,555,0
1214,0.0,59,Other,Rural,Hyundai,10,Liability,1,57,6,4,Referral,1255,3
849,0.0,62,Female,Suburban,Kia,15,Collision,4,282,12,6,Online,891,3
1193,0.0,48,Female,Suburban,Volkswagen,10,Comprehensive,0,145,12,8,Online,1171,2
1289,0.0,27,Male,Rural,Chevrolet,8,Third-Party,4,56,12,4,Online,1229,3
741,0.0,63,Female,Rural,Mercedes,6,Comprehensive,4,379,6,0,Referral,829,4
313,0.0,43,Male,Rural,BMW,14,Comprehensive,2,369,12,4,Social Media,499,4
1458,0.0,39,Male,Rural,Chevrolet,10,Third-Party,0,8,12,0,Referral,1496,0
468,0.0,29,Female,Urban,Hyundai,18,Liability,1,191,6,6,Online,447,1
148,0.0,49,Male,Suburban,Kia,6,Comprehensive,0,78,6,8,Social Media,239,0
1175,0.0,44,Male,Suburban,Honda,15,Third-Party,1,150,12,5,Television,1025,1
1412,0.0,50,Other,Rural,Toyota,2,Third-Party,2,314,6,3,Referral,1387,3
1362,0.0,69,Female,Urban,Nissan,15,Collision,3,194,12,5,Agent,1331,2
232,0.0,37,Other,Urban,Kia,7,Comprehensive,4,200,12,0,Agent,258,2
1098,0.0,56,Male,Urban,Volkswagen,9,Comprehensive,2,277,6,3,Agent,902,2
885,0.0,58,Male,Rural,Honda,8,Third-Party,4,433,6,5,Referral,1080,3
1289,0.0,57,Other,Urban,Honda,2,Collision,1,406,12,1,Television,1320,1
1497,0.0,30,Other,Rural,Mercedes,6,Liability,1,83,6,2,Social Media,1549,0
472,0.0,31,Other,Urban,Ford,7,Collision,2,435,6,3,Referral,554,2
578,0.0,61,Male,Rural,Mercedes,2,Comprehensive,3,262,12,5,Referral,540,0
931,0.0,57,Female,Rural,BMW,15,Collision,3,372,6,2,Referral,1114,2
749,0.0,39,Male,Suburban,Nissan,13,Comprehensive,4,144,6,0,Social Media,622,1
781,0.0,35,Other,Rural,Hyundai,6,Liability,1,386,12,5,Television,951,3
787,0.0,65,Female,Urban,Hyundai,3,Comprehensive,1,390,12,7,Referral,614,1
1423,0.0,46,Other,Suburban,Toyota,5,Liability,3,460,6,7,Online,1575,1
181,0.0,60,Male,Urban,Nissan,6,Liability,1,424,6,3,Social Media,272,4
186,0.0,33,Female,Rural,Honda,11,Liability,1,232,12,5,Television,84,2
324,0.0,63,Female,Suburban,Chevrolet,6,Collision,2,150,12,0,Online,492,1
115,0.0,52,Male,Rural,Ford,0,Liability,3,36,6,5,Referral,-69,4
921,0.0,51,Other,Rural,Toyota,17,Third-Party,3,323,12,0,Online,1095,0
1481,0.0,20,Other,Urban,Kia,10,Comprehensive,0,200,6,3,Agent,1483,1
262,0.0,21,Other,Urban,Honda,10,Comprehensive,3,453,12,8,Television,225,3
613,0.0,22,Male,Urban,Kia,16,Comprehensive,3,361,12,5,Television,449,4
449,0.0,27,Other,Suburban,Hyundai,11,Comprehensive,0,191,6,3,Agent,394,3
780,0.0,69,Female,Urban,Toyota,18,Liability,1,17,6,9,Online,866,4
1498,0.0,46,Other,Rural,Honda,17,Collision,1,162,12,3,Television,1453,2
1215,0.0,49,Other,Suburban,BMW,12,Collision,4,278,6,3,Referral,1079,0
280,0.0,48,Female,Urban,Honda,9,Collision,1,350,6,9,Agent,238,3
842,0.0,19,Female,Urban,Chevrolet,18,Collision,3,211,6,6,Television,757,1
1424,0.0,29,Other,Urban,Chevrolet,3,Comprehensive,4,134,6,8,Television,1263,0
759,0.0,44,Female,Rural,Toyota,14,Third-Party,4,188,6,5,Social Media,698,0
1312,0.0,22,Male,Urban,Mercedes,17,Third-Party,1,331,12,6,Online,1458,1
1437,0.0,54,Female,Rural,Nissan,0,Collision,4,484,6,3,Agent,1519,3
592,0.0,44,Male,Suburban,Nissan,18,Comprehensive,0,432,6,4,Television,580,3
1022,0.0,40,Female,Urban,Mercedes,1,Liability,4,242,6,8,Agent,1192,2
227,0.0,50,Male,Rural,Nissan,9,Collision,2,184,6,7,Referral,136,4
664,0.0,21,Male,Urban,Honda,17,Liability,0,195,6,9,Social Media,800,0
1310,0.0,38,Other,Urban,BMW,3,Liability,3,395,6,1,Online,1262,0
649,0.0,41,Female,Suburban,Nissan,9,Liability,1,244,6,7,Online,542,2
552,0.0,61,Female,Suburban,Kia,3,Third-Party,1,14,12,2,Referral,489,4
570,0.0,48,Female,Rural,BMW,17,Collision,2,385,6,1,Television,729,4
1087,0.0,61,Male,Rural,Kia,19,Comprehensive,1,377,12,1,Social Media,901,4
837,0.0,65,Other,Rural,Ford,3,Comprehensive,3,174,6,3,Online,1014,1
323,0.0,41,Female,Suburban,Mercedes,14,Comprehensive,4,458,6,0,Agent,269,2
253,0.0,66,Other,Rural,Nissan,17,Collision,1,311,6,4,Referral,120,1
659,0.0,27,Other,Suburban,Ford,8,Third-Party,3,96,6,6,Online,601,4
450,0.0,66,Male,Suburban,Kia,19,Liability,0,13,6,1,Television,478,1
1270,0.0,66,Female,Urban,Volkswagen,16,Comprehensive,3,154,6,4,Social Media,1340,0
448,0.0,67,Other,Urban,BMW,2,Third-Party,2,387,6,3,Online,344,1
281,0.0,19,Female,Rural,Volkswagen,12,Liability,3,165,6,5,Television,93,1
736,0.0,48,Female,Suburban,Honda,6,Liability,1,103,12,0,Television,744,3
1117,0.0,42,Female,Suburban,Ford,13,Third-Party,4,211,6,0,Referral,975,2
278,0.0,21,Other,Suburban,Nissan,5,Collision,3,129,12,1,Television,346,4
1162,0.0,68,Male,Urban,BMW,13,Collision,2,3,12,3,Referral,1018,2
871,0.0,28,Male,Suburban,BMW,13,Third-Party,0,240,12,0,Agent,852,0
993,0.0,34,Other,Rural,Volkswagen,13,Liability,2,151,12,4,Referral,1088,4
1126,0.0,61,Female,Rural,Hyundai,19,Comprehensive,0,136,12,5,Online,1275,0
1115,0.0,19,Female,Urban,Volkswagen,17,Comprehensive,3,146,12,9,Referral,1014,1
163,0.0,23,Male,Rural,Kia,8,Collision,4,189,12,3,Social Media,249,3
128,0.0,26,Other,Suburban,Ford,11,Comprehensive,2,455,12,6,Agent,196,4
471,0.0,22,Other,Suburban,Kia,13,Liability,4,168,6,4,Referral,550,0
196,0.0,37,Male,Rural,Nissan,15,Third-Party,3,127,6,8,Agent,344,1
1326,0.0,46,Other,Urban,BMW,1,Liability,4,91,12,8,Referral,1181,4
1092,0.0,38,Other,Suburban,Nissan,15,Comprehensive,4,76,6,3,Television,1193,4
120,0.0,26,Male,Suburban,Honda,17,Liability,2,455,12,9,Television,302,2
834,0.0,45,Male,Urban,Chevrolet,8,Collision,3,77,12,5,Online,891,4
1225,0.0,25,Other,Suburban,Nissan,7,Third-Party,4,433,6,1,Television,1334,0
1169,0.0,48,Other,Rural,Ford,0,Third-Party,0,113,6,1,Social Media,1048,3
165,0.0,37,Male,Rural,Ford,4,Comprehensive,1,73,6,2,Television,248,4
702,0.0,44,Male,Urban,Toyota,6,Comprehensive,0,124,6,9,Social Media,847,0
1287,0.0,25,Female,Urban,Toyota,9,Liability,4,211,12,1,Referral,1438,1
1234,0.0,38,Other,Rural,Toyota,10,Liability,3,192,6,8,Referral,1222,1
437,0.0,45,Other,Urban,Mercedes,11,Third-Party,0,75,6,3,Social Media,598,4
222,0.0,40,Male,Rural,BMW,0,Collision,3,226,6,4,Online,217,3
546,0.0,23,Male,Urban,Kia,5,Collision,0,339,12,1,Television,478,4
710,0.0,20,Female,Rural,Volkswagen,3,Comprehensive,3,331,6,7,Social Media,526,2
1414,0.0,22,Female,Suburban,BMW,2,Collision,4,497,6,7,Television,1361,4
770,0.0,26,Male,Suburban,Toyota,3,Third-Party,2,139,12,6,Agent,737,2
714,0.0,24,Other,Rural,Volkswagen,5,Collision,0,166,12,6,Online,606,2
996,0.0,21,Female,Suburban,Mercedes,4,Third-Party,3,412,12,6,Referral,877,2
380,0.0,56,Male,Rural,Volkswagen,8,Comprehensive,0,185,12,7,Social Media,488,2
1166,0.0,22,Male,Urban,Ford,3,Liability,3,322,6,3,Agent,1293,2
695,0.0,28,Male,Suburban,Kia,13,Collision,3,326,6,5,Social Media,662,1
802,0.0,32,Other,Suburban,Volkswagen,14,Third-Party,2,214,6,7,Social Media,810,4
1174,0.0,51,Male,Suburban,Mercedes,3,Comprehensive,3,76,6,7,Social Media,1019,4
309,0.0,30,Male,Rural,Toyota,13,Third-Party,0,74,12,3,Social Media,476,2
225,0.0,65,Other,Suburban,Toyota,9,Collision,4,408,6,0,Referral,236,2
591,0.0,24,Male,Urban,Kia,6,Third-Party,1,115,6,1,Referral,673,2
1059,0.0,57,Male,Suburban,BMW,17,Comprehensive,3,339,12,3,Referral,860,4
1069,0.0,23,Female,Urban,Nissan,19,Comprehensive,1,48,12,8,Online,920,2
680,0.0,56,Male,Suburban,Chevrolet,14,Liability,4,318,12,2,Referral,764,2
876,0.0,67,Other,Suburban,Kia,7,Liability,1,238,6,4,Television,681,3
357,0.0,47,Female,Urban,BMW,8,Collision,3,282,12,0,Referral,304,4
1311,0.0,39,Male,Suburban,Kia,4,Comprehensive,0,453,6,4,Social Media,1441,3
329,0.0,42,Other,Urban,Honda,5,Collision,2,197,12,0,Social Media,240,0
288,0.0,45,Male,Urban,Ford,11,Comprehensive,3,486,12,5,Television,233,3
109,0.0,37,Female,Urban,Ford,6,Collision,3,360,12,0,Agent,11,3
1237,0.0,56,Other,Suburban,BMW,6,Comprehensive,2,57,6,1,Social Media,1058,0
1199,0.0,20,Female,Suburban,Chevrolet,14,Collision,2,121,12,8,Social Media,1012,3
775,0.0,22,Other,Urban,Ford,18,Third-Party,2,121,12,2,Referral,951,3
601,0.0,18,Other,Suburban,BMW,12,Liability,2,264,6,8,Referral,406,2
184,0.0,32,Male,Rural,Kia,17,Third-Party,2,212,6,3,Social Media,260,0
148,0.0,43,Other,Urban,Hyundai,9,Liability,3,465,12,4,Television,267,2
937,0.0,20,Other,Urban,Volkswagen,7,Collision,1,384,6,6,Social Media,1000,1
1107,0.0,57,Male,Rural,Hyundai,10,Comprehensive,0,241,6,3,Referral,1180,4
788,0.0,58,Other,Rural,Hyundai,7,Comprehensive,3,241,6,9,Referral,785,3
486,0.0,64,Other,Urban,Volkswagen,7,Collision,4,75,6,9,Referral,404,1
1069,0.0,59,Other,Rural,Hyundai,14,Comprehensive,3,192,12,5,Television,1223,0
1105,0.0,51,Other,Urban,Chevrolet,1,Collision,3,347,6,8,Social Media,1086,1
317,0.0,69,Male,Suburban,Volkswagen,19,Third-Party,1,407,6,7,Referral,279,0
1104,0.0,22,Male,Rural,Ford,12,Collision,2,18,12,0,Agent,1269,0
1469,0.0,48,Female,Urban,Hyundai,17,Comprehensive,4,121,12,5,Referral,1569,0
1353,0.0,68,Other,Urban,Hyundai,11,Comprehensive,1,141,12,8,Online,1333,3
354,0.0,30,Male,Urban,Honda,7,Collision,0,397,6,2,Agent,463,0
335,0.0,60,Other,Rural,Mercedes,16,Collision,4,217,12,2,Referral,319,3
1149,0.0,18,Male,Suburban,Nissan,5,Collision,4,335,6,9,Online,1021,1
1384,0.0,39,Female,Suburban,Honda,15,Collision,1,343,12,4,Television,1263,1
370,0.0,32,Other,Rural,BMW,13,Liability,4,159,6,8,Online,372,3
222,0.0,43,Female,Urban,Toyota,9,Liability,3,261,6,2,Social Media,69,1
755,0.0,35,Female,Urban,Honda,1,Third-Party,3,112,6,4,Social Media,852,2
1380,0.0,65,Female,Urban,Volkswagen,12,Liability,2,492,12,4,Television,1458,1
358,0.0,26,Male,Rural,Honda,0,Comprehensive,1,349,12,7,Television,339,2
1047,0.0,18,Other,Rural,Volkswagen,17,Liability,3,252,12,1,Television,908,1
146,0.0,60,Male,Urban,Hyundai,13,Liability,4,278,6,7,Online,131,1
962,0.0,26,Male,Urban,Mercedes,2,Comprehensive,4,18,12,0,Online,973,0
624,0.0,40,Other,Urban,Nissan,14,Liability,3,216,6,4,Television,760,2
987,0.0,60,Other,Rural,Mercedes,8,Collision,1,216,6,2,Online,1124,3
307,0.0,62,Other,Rural,Volkswagen,12,Liability,1,499,6,4,Social Media,391,0
1434,0.0,19,Other,Suburban,Nissan,4,Liability,0,129,12,8,Referral,1393,2
846,0.0,31,Male,Urban,Kia,4,Liability,1,201,6,0,Agent,1037,0
248,0.0,55,Other,Urban,Toyota,1,Collision,3,424,12,5,Television,97,4
537,0.0,57,Other,Suburban,Honda,0,Collision,0,180,6,9,Social Media,729,0
254,0.0,35,Other,Urban,Honda,16,Third-Party,4,410,6,5,Online,175,3
1213,0.0,33,Female,Suburban,Honda,18,Third-Party,3,107,12,6,Agent,1314,4
457,0.0,46,Other,Rural,Chevrolet,16,Collision,2,391,6,9,Television,390,3
1297,0.0,61,Other,Suburban,Toyota,8,Comprehensive,2,104,6,9,Online,1421,3
1340,0.0,28,Male,Suburban,Ford,9,Third-Party,1,42,6,4,Online,1344,2
555,0.0,23,Female,Rural,BMW,14,Liability,0,288,6,6,Agent,507,1
875,0.0,20,Male,Urban,Mercedes,12,Liability,0,426,12,1,Online,1025,0
728,0.0,31,Female,Suburban,Hyundai,16,Liability,4,210,12,1,Agent,753,3
1322,0.0,19,Male,Suburban,Ford,6,Comprehensive,1,118,6,9,Social Media,1178,4
931,0.0,49,Male,Urban,Hyundai,3,Third-Party,0,413,12,7,Television,884,2
585,0.0,48,Other,Suburban,Nissan,2,Collision,3,289,12,5,Online,724,0
632,0.0,28,Other,Rural,Hyundai,0,Collision,4,333,12,4,Referral,545,0
299,0.0,39,Female,Suburban,Chevrolet,6,Comprehensive,0,355,6,2,Agent,104,2
470,0.0,20,Female,Urban,Nissan,4,Collision,2,19,12,3,Social Media,365,0
1113,0.0,67,Female,Urban,Toyota,16,Comprehensive,2,470,12,7,Referral,971,1
952,0.0,48,Other,Suburban,Volkswagen,16,Collision,0,317,12,9,Television,1067,1
347,0.0,50,Male,Urban,Nissan,14,Collision,2,462,6,6,Social Media,157,0
887,0.0,41,Female,Urban,Nissan,2,Comprehensive,3,1,6,8,Agent,733,0
363,0.0,18,Other,Suburban,Ford,2,Collision,4,215,12,2,Social Media,470,2
1181,0.0,61,Other,Suburban,Kia,1,Third-Party,3,87,12,5,Social Media,1246,4
1425,0.0,32,Male,Urban,Hyundai,7,Collision,2,252,6,6,Social Media,1391,3
130,0.0,54,Male,Suburban,Volkswagen,12,Liability,0,222,6,1,Television,221,3
1372,0.0,44,Other,Rural,Toyota,5,Comprehensive,0,207,12,3,Referral,1547,4
704,0.0,55,Male,Suburban,Toyota,4,Collision,4,117,6,0,Social Media,651,0
1394,0.0,65,Male,Urban,BMW,12,Third-Party,2,67,12,3,Online,1239,3
601,0.0,44,Other,Rural,Ford,0,Collision,2,225,6,1,Social Media,469,1
1207,0.0,61,Female,Urban,Toyota,17,Collision,2,78,6,6,Social Media,1080,2
1488,0.0,29,Female,Urban,Kia,6,Liability,1,338,12,0,Television,1350,4
985,0.0,20,Other,Rural,Volkswagen,16,Third-Party,0,146,6,5,Television,944,3
